,id,isResult,h,a,goals,xG,forecast,year
168,11195,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '2', 'a': '3'}","{'h': '1.15592', 'a': '1.54301'}","{'w': '0.2371', 'd': '0.2913', 'l': '0.4716'}",2019
169,11198,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '1', 'a': '3'}","{'h': '1.38111', 'a': '1.15891'}","{'w': '0.4121', 'd': '0.2924', 'l': '0.2955'}",2019
170,11191,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '7', 'a': '1'}","{'h': '5.70401', 'a': '1.27022'}","{'w': '0.9787', 'd': '0.017', 'l': '0.0043'}",2019
171,11197,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '0', 'a': '1'}","{'h': '0.827851', 'a': '0.577886'}","{'w': '0.3817', 'd': '0.3874', 'l': '0.2309'}",2019
172,11196,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '2', 'a': '0'}","{'h': '1.21994', 'a': '0.703426'}","{'w': '0.4909', 'd': '0.3137', 'l': '0.1954'}",2019
173,11194,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '0', 'a': '0'}","{'h': '1.46735', 'a': '0.393292'}","{'w': '0.6752', 'd': '0.2512', 'l': '0.0736'}",2019
174,11192,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '1', 'a': '3'}","{'h': '1.52425', 'a': '1.17601'}","{'w': '0.4462', 'd': '0.3013', 'l': '0.2525'}",2019
175,11193,True,"{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '3', 'a': '0'}","{'h': '1.62875', 'a': '1.47447'}","{'w': '0.4026', 'd': '0.2626', 'l': '0.3348'}",2019
176,11204,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '2', 'a': '4'}","{'h': '1.83132', 'a': '3.42552'}","{'w': '0.0752', 'd': '0.1483', 'l': '0.7765'}",2019
177,11202,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '10', 'a': '1'}","{'h': '6.07444', 'a': '0.106388'}","{'w': '0.9998', 'd': '0.0002', 'l': '0'}",2019
178,11206,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '1', 'a': '2'}","{'h': '0.76793', 'a': '1.19849'}","{'w': '0.2012', 'd': '0.3105', 'l': '0.4883'}",2019
179,11203,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '2', 'a': '3'}","{'h': '1.58279', 'a': '0.800618'}","{'w': '0.6001', 'd': '0.2606', 'l': '0.1393'}",2019
180,11200,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '0', 'a': '4'}","{'h': '1.2273', 'a': '2.47011'}","{'w': '0.1035', 'd': '0.1869', 'l': '0.7096'}",2019
181,11205,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'h': '2', 'a': '1'}","{'h': '2.16655', 'a': '0.538339'}","{'w': '0.8031', 'd': '0.1481', 'l': '0.0488'}",2019
182,11201,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '1', 'a': '0'}","{'h': '2.43047', 'a': '0.352485'}","{'w': '0.8801', 'd': '0.096', 'l': '0.0239'}",2019
183,11211,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '1', 'a': '1'}","{'h': '1.91506', 'a': '0.672694'}","{'w': '0.68', 'd': '0.2158', 'l': '0.1042'}",2019
184,11207,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '2', 'a': '1'}","{'h': '2.97422', 'a': '0.312747'}","{'w': '0.9494', 'd': '0.0449', 'l': '0.0057'}",2019
185,11214,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '0', 'a': '3'}","{'h': '0', 'a': '0'}","{'w': '0.33', 'd': '0.33', 'l': '0.33'}",2019
186,11208,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '0', 'a': '0'}","{'h': '1.00112', 'a': '0.25207'}","{'w': '0.5752', 'd': '0.3419', 'l': '0.0829'}",2019
187,11212,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '0', 'a': '2'}","{'h': '1.46381', 'a': '1.74492'}","{'w': '0.276', 'd': '0.2727', 'l': '0.4513'}",2019
188,11210,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '0', 'a': '0'}","{'h': '0.476279', 'a': '0.373063'}","{'w': '0.2835', 'd': '0.5047', 'l': '0.2118'}",2019
189,11209,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '2', 'a': '1'}","{'h': '1.55332', 'a': '0.845268'}","{'w': '0.5821', 'd': '0.2517', 'l': '0.1662'}",2019
190,11213,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'h': '2', 'a': '1'}","{'h': '1.24946', 'a': '0.484157'}","{'w': '0.6223', 'd': '0.28', 'l': '0.0977'}",2019
191,11218,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '1', 'a': '1'}","{'h': '1.72223', 'a': '0.72419'}","{'w': '0.6386', 'd': '0.2321', 'l': '0.1293'}",2019
192,11217,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '2', 'a': '0'}","{'h': '1.02841', 'a': '0.967182'}","{'w': '0.3555', 'd': '0.3174', 'l': '0.3271'}",2019
193,11221,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '0', 'a': '0'}","{'h': '0.536439', 'a': '0.475289'}","{'w': '0.292', 'd': '0.4572', 'l': '0.2508'}",2019
194,11222,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '0', 'a': '3'}","{'h': '0', 'a': '0'}","{'w': '0.33', 'd': '0.33', 'l': '0.33'}",2019
195,11216,True,"{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '2'}","{'h': '1.22019', 'a': '1.56525'}","{'w': '0.2557', 'd': '0.306', 'l': '0.4383'}",2019
196,11220,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '1', 'a': '3'}","{'h': '0.83979', 'a': '1.13396'}","{'w': '0.2234', 'd': '0.3322', 'l': '0.4444'}",2019
197,11215,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '1', 'a': '1'}","{'h': '1.35107', 'a': '2.26901'}","{'w': '0.159', 'd': '0.2327', 'l': '0.6083'}",2019
198,11219,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '1', 'a': '1'}","{'h': '1.08132', 'a': '1.22408'}","{'w': '0.2595', 'd': '0.3997', 'l': '0.3408'}",2019
199,11225,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '1.66403', 'a': '1.0745'}","{'w': '0.5129', 'd': '0.2794', 'l': '0.2077'}",2019
200,11223,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'h': '2', 'a': '3'}","{'h': '1.74519', 'a': '1.57503'}","{'w': '0.3869', 'd': '0.3013', 'l': '0.3118'}",2019
201,11228,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '0', 'a': '0'}","{'h': '0.400888', 'a': '0.524468'}","{'w': '0.2178', 'd': '0.4877', 'l': '0.2945'}",2019
202,11226,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '0', 'a': '0'}","{'h': '1.54074', 'a': '0.372983'}","{'w': '0.7368', 'd': '0.2074', 'l': '0.0558'}",2019
203,11230,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '0', 'a': '4'}","{'h': '0.304664', 'a': '1.6689'}","{'w': '0.0415', 'd': '0.1862', 'l': '0.7723'}",2019
204,11229,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '1', 'a': '1'}","{'h': '0.491241', 'a': '0.356389'}","{'w': '0.2965', 'd': '0.5007', 'l': '0.2028'}",2019
205,11227,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '1', 'a': '0'}","{'h': '1.76561', 'a': '0.605487'}","{'w': '0.6897', 'd': '0.2143', 'l': '0.096'}",2019
206,11224,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '2', 'a': '4'}","{'h': '2.09177', 'a': '2.12262'}","{'w': '0.3586', 'd': '0.2578', 'l': '0.3836'}",2019
207,11234,True,"{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '1', 'a': '2'}","{'h': '0.97571', 'a': '2.03625'}","{'w': '0.0798', 'd': '0.2237', 'l': '0.6965'}",2019
208,11236,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '2', 'a': '4'}","{'h': '0.608355', 'a': '1.38719'}","{'w': '0.1448', 'd': '0.2716', 'l': '0.5836'}",2019
209,11231,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '2', 'a': '1'}","{'h': '1.04534', 'a': '1.33435'}","{'w': '0.2703', 'd': '0.2997', 'l': '0.43'}",2019
210,11238,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '0', 'a': '4'}","{'h': '1.08128', 'a': '2.39025'}","{'w': '0.1228', 'd': '0.1929', 'l': '0.6843'}",2019
211,11232,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '1', 'a': '1'}","{'h': '0.389443', 'a': '1.3552'}","{'w': '0.0722', 'd': '0.2401', 'l': '0.6877'}",2019
212,11233,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '1', 'a': '2'}","{'h': '1.54108', 'a': '2.51742'}","{'w': '0.1573', 'd': '0.2081', 'l': '0.6346'}",2019
213,11237,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '2', 'a': '1'}","{'h': '1.45914', 'a': '1.40271'}","{'w': '0.3692', 'd': '0.2652', 'l': '0.3656'}",2019
214,11235,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '1', 'a': '0'}","{'h': '1.14629', 'a': '0.623537'}","{'w': '0.5023', 'd': '0.3102', 'l': '0.1875'}",2019
215,11245,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'h': '2', 'a': '1'}","{'h': '1.36033', 'a': '0.884702'}","{'w': '0.4976', 'd': '0.3257', 'l': '0.1767'}",2019
216,11243,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '1'}","{'h': '1.04445', 'a': '0.774906'}","{'w': '0.4093', 'd': '0.3305', 'l': '0.2602'}",2019
217,11244,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '1', 'a': '0'}","{'h': '0.0501716', 'a': '1.07609'}","{'w': '0.015', 'd': '0.3238', 'l': '0.6612'}",2019
218,11242,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '1', 'a': '1'}","{'h': '1.18442', 'a': '1.19306'}","{'w': '0.3262', 'd': '0.3181', 'l': '0.3557'}",2019
219,11240,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '1', 'a': '1'}","{'h': '0.949983', 'a': '1.21622'}","{'w': '0.2394', 'd': '0.3239', 'l': '0.4367'}",2019
220,11241,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'h': '2', 'a': '0'}","{'h': '2.65439', 'a': '0.77968'}","{'w': '0.8505', 'd': '0.1093', 'l': '0.0402'}",2019
221,11246,True,"{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '0', 'a': '0'}","{'h': '0.188052', 'a': '0.348464'}","{'w': '0.1235', 'd': '0.624', 'l': '0.2525'}",2019
222,11239,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '3', 'a': '0'}","{'h': '3.86838', 'a': '1.14277'}","{'w': '0.9109', 'd': '0.0653', 'l': '0.0238'}",2019
223,11254,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '1', 'a': '3'}","{'h': '0.410532', 'a': '0.933857'}","{'w': '0.1337', 'd': '0.3383', 'l': '0.528'}",2019
224,11248,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '3', 'a': '0'}","{'h': '0.89047', 'a': '0.258556'}","{'w': '0.5188', 'd': '0.381', 'l': '0.1002'}",2019
225,11252,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '0', 'a': '0'}","{'h': '1.58343', 'a': '0.744311'}","{'w': '0.6155', 'd': '0.2463', 'l': '0.1382'}",2019
226,11247,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '4', 'a': '1'}","{'h': '2.34559', 'a': '0.949121'}","{'w': '0.7551', 'd': '0.1659', 'l': '0.079'}",2019
227,11251,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '0', 'a': '0'}","{'h': '0.665127', 'a': '0.732173'}","{'w': '0.2802', 'd': '0.3853', 'l': '0.3345'}",2019
228,11253,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '0', 'a': '1'}","{'h': '0.177016', 'a': '2.23324'}","{'w': '0.0069', 'd': '0.0696', 'l': '0.9235'}",2019
229,11249,True,"{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '3', 'a': '0'}","{'h': '0', 'a': '0'}","{'w': '0.33', 'd': '0.33', 'l': '0.33'}",2019
230,11250,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '2', 'a': '1'}","{'h': '1.89755', 'a': '0.994165'}","{'w': '0.6532', 'd': '0.2242', 'l': '0.1226'}",2019
231,11199,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '0', 'a': '2'}","{'h': '0.262932', 'a': '1.0024'}","{'w': '0.0922', 'd': '0.3615', 'l': '0.5463'}",2019
232,11255,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '2'}","{'h': '0.525819', 'a': '1.21449'}","{'w': '0.1332', 'd': '0.2829', 'l': '0.5839'}",2019
233,11256,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '4', 'a': '0'}","{'h': '2.37077', 'a': '0.517707'}","{'w': '0.8554', 'd': '0.1146', 'l': '0.03'}",2019
234,11257,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'h': '2', 'a': '0'}","{'h': '1.24341', 'a': '0.0162353'}","{'w': '0.7541', 'd': '0.2418', 'l': '0.0041'}",2019
235,11258,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '199', 'title': 'FC Orenburg', 'short_title': 'ORE'}","{'h': '0', 'a': '1'}","{'h': '1.40664', 'a': '0.515923'}","{'w': '0.5951', 'd': '0.2741', 'l': '0.1308'}",2019
236,11259,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '1', 'a': '2'}","{'h': '1.44313', 'a': '2.78668'}","{'w': '0.0929', 'd': '0.1761', 'l': '0.731'}",2019
237,11260,True,"{'id': '194', 'title': 'Krylya Sovetov Samara', 'short_title': 'KSS'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '3', 'a': '0'}","{'h': '0', 'a': '0'}","{'w': '0.33', 'd': '0.33', 'l': '0.33'}",2019
238,11261,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '0', 'a': '0'}","{'h': '0.69679', 'a': '0.657883'}","{'w': '0.3227', 'd': '0.3951', 'l': '0.2822'}",2019
239,11262,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '0', 'a': '1'}","{'h': '0.896077', 'a': '0.864987'}","{'w': '0.3207', 'd': '0.343', 'l': '0.3363'}",2019
0,13997,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '0', 'a': '2'}","{'h': '0.598929', 'a': '1.96692'}","{'w': '0.0766', 'd': '0.1761', 'l': '0.7473'}",2020
1,13998,True,"{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '0', 'a': '1'}","{'h': '0.299492', 'a': '0.773392'}","{'w': '0.118', 'd': '0.397', 'l': '0.485'}",2020
2,13999,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '0', 'a': '3'}","{'h': '0.322065', 'a': '2.14749'}","{'w': '0.0194', 'd': '0.0998', 'l': '0.8808'}",2020
3,14000,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '0', 'a': '0'}","{'h': '0.810915', 'a': '0.445878'}","{'w': '0.4474', 'd': '0.3894', 'l': '0.1632'}",2020
4,14001,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '2', 'a': '2'}","{'h': '1.46113', 'a': '2.12941'}","{'w': '0.2078', 'd': '0.2374', 'l': '0.5548'}",2020
5,14002,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '0', 'a': '2'}","{'h': '0.961505', 'a': '1.86852'}","{'w': '0.1497', 'd': '0.2341', 'l': '0.6162'}",2020
6,14003,True,"{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '0', 'a': '2'}","{'h': '0.291351', 'a': '1.98716'}","{'w': '0.0237', 'd': '0.1141', 'l': '0.8622'}",2020
7,14004,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '0', 'a': '2'}","{'h': '1.53148', 'a': '1.17224'}","{'w': '0.4562', 'd': '0.3074', 'l': '0.2364'}",2020
8,14005,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '2', 'a': '3'}","{'h': '0.697373', 'a': '1.38681'}","{'w': '0.1401', 'd': '0.2755', 'l': '0.5844'}",2020
9,14006,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'h': '1', 'a': '1'}","{'h': '1.08232', 'a': '1.23537'}","{'w': '0.297', 'd': '0.2975', 'l': '0.4055'}",2020
10,14007,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '2', 'a': '0'}","{'h': '2.59424', 'a': '0.350143'}","{'w': '0.9269', 'd': '0.0588', 'l': '0.0143'}",2020
11,14008,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '1', 'a': '1'}","{'h': '2.13983', 'a': '1.41725'}","{'w': '0.5581', 'd': '0.2499', 'l': '0.192'}",2020
12,14009,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'h': '0', 'a': '0'}","{'h': '1.48952', 'a': '0.131569'}","{'w': '0.7929', 'd': '0.1864', 'l': '0.0207'}",2020
13,14010,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'h': '2', 'a': '1'}","{'h': '1.15259', 'a': '0.906852'}","{'w': '0.422', 'd': '0.3144', 'l': '0.2636'}",2020
14,14011,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '1', 'a': '0'}","{'h': '1.53065', 'a': '1.45114'}","{'w': '0.3786', 'd': '0.2628', 'l': '0.3586'}",2020
15,14012,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '0', 'a': '2'}","{'h': '0.604044', 'a': '1.68169'}","{'w': '0.0734', 'd': '0.2091', 'l': '0.7175'}",2020
16,14013,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '3', 'a': '2'}","{'h': '1.68663', 'a': '2.1733'}","{'w': '0.2664', 'd': '0.2508', 'l': '0.4828'}",2020
17,14014,True,"{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'h': '1', 'a': '0'}","{'h': '1.32944', 'a': '0.667604'}","{'w': '0.5904', 'd': '0.2723', 'l': '0.1373'}",2020
18,14015,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '2', 'a': '0'}","{'h': '1.94598', 'a': '0.663454'}","{'w': '0.7424', 'd': '0.1922', 'l': '0.0654'}",2020
19,14016,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '1', 'a': '1'}","{'h': '0.582693', 'a': '2.71693'}","{'w': '0.0269', 'd': '0.095', 'l': '0.8781'}",2020
