,id,isResult,h,a,goals,xG,forecast,year
20,14017,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '1', 'a': '1'}","{'h': '0.271005', 'a': '2.8522'}","{'w': '0.0071', 'd': '0.0471', 'l': '0.9458'}",2020
21,14018,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'h': '3', 'a': '1'}","{'h': '3.19592', 'a': '0.579386'}","{'w': '0.9288', 'd': '0.0576', 'l': '0.0136'}",2020
22,14019,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '2', 'a': '0'}","{'h': '1.14852', 'a': '0.415137'}","{'w': '0.6314', 'd': '0.2823', 'l': '0.0863'}",2020
23,14020,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '2', 'a': '1'}","{'h': '1.18066', 'a': '0.677191'}","{'w': '0.4883', 'd': '0.3144', 'l': '0.1973'}",2020
24,14021,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '1', 'a': '0'}","{'h': '1.23848', 'a': '1.348'}","{'w': '0.3255', 'd': '0.2868', 'l': '0.3877'}",2020
25,14022,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '1', 'a': '2'}","{'h': '1.47793', 'a': '1.5204'}","{'w': '0.3289', 'd': '0.3147', 'l': '0.3564'}",2020
26,14023,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '2', 'a': '0'}","{'h': '1.61554', 'a': '0.799801'}","{'w': '0.6123', 'd': '0.27', 'l': '0.1177'}",2020
27,14024,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'h': '4', 'a': '1'}","{'h': '3.73475', 'a': '0.298788'}","{'w': '0.9791', 'd': '0.0186', 'l': '0.0023'}",2020
28,14025,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '1', 'a': '2'}","{'h': '0.874566', 'a': '0.917574'}","{'w': '0.3178', 'd': '0.3339', 'l': '0.3483'}",2020
29,14026,True,"{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '1', 'a': '2'}","{'h': '0.646719', 'a': '1.54438'}","{'w': '0.1271', 'd': '0.2564', 'l': '0.6165'}",2020
30,14027,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '0', 'a': '1'}","{'h': '0.506374', 'a': '1.4511'}","{'w': '0.105', 'd': '0.2632', 'l': '0.6318'}",2020
31,14028,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '2', 'a': '1'}","{'h': '1.56274', 'a': '0.712562'}","{'w': '0.6', 'd': '0.251', 'l': '0.149'}",2020
32,14029,True,"{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '0', 'a': '1'}","{'h': '0.702082', 'a': '2.16814'}","{'w': '0.053', 'd': '0.1522', 'l': '0.7948'}",2020
33,14030,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'h': '1', 'a': '1'}","{'h': '1.38733', 'a': '0.292204'}","{'w': '0.6715', 'd': '0.2637', 'l': '0.0648'}",2020
34,14031,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '3', 'a': '0'}","{'h': '3.45253', 'a': '0.388805'}","{'w': '0.9743', 'd': '0.0216', 'l': '0.0041'}",2020
35,14032,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '2', 'a': '3'}","{'h': '1.92877', 'a': '1.2382'}","{'w': '0.5516', 'd': '0.2535', 'l': '0.1949'}",2020
36,14033,True,"{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '0', 'a': '1'}","{'h': '0.946118', 'a': '2.81689'}","{'w': '0.0445', 'd': '0.1169', 'l': '0.8386'}",2020
37,14034,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '1', 'a': '1'}","{'h': '0.904273', 'a': '0.834914'}","{'w': '0.3458', 'd': '0.3484', 'l': '0.3058'}",2020
38,14035,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '1', 'a': '0'}","{'h': '0.738983', 'a': '0.155554'}","{'w': '0.4946', 'd': '0.4328', 'l': '0.0726'}",2020
39,14036,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '0'}","{'h': '0.153465', 'a': '0.737699'}","{'w': '0.0742', 'd': '0.4554', 'l': '0.4704'}",2020
40,14038,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '2', 'a': '1'}","{'h': '1.00804', 'a': '0.45495'}","{'w': '0.5151', 'd': '0.3472', 'l': '0.1377'}",2020
41,14039,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'h': '1', 'a': '1'}","{'h': '1.32437', 'a': '0.558833'}","{'w': '0.5699', 'd': '0.2955', 'l': '0.1346'}",2020
42,14040,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '1', 'a': '1'}","{'h': '0.563216', 'a': '0.577392'}","{'w': '0.2902', 'd': '0.4246', 'l': '0.2852'}",2020
43,14041,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '0', 'a': '0'}","{'h': '0.3042', 'a': '0.608877'}","{'w': '0.1471', 'd': '0.4705', 'l': '0.3824'}",2020
44,14037,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'h': '2', 'a': '2'}","{'h': '2.10179', 'a': '0.730955'}","{'w': '0.7375', 'd': '0.1804', 'l': '0.0821'}",2020
45,14042,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '0', 'a': '3'}","{'h': '0.824202', 'a': '1.61708'}","{'w': '0.1452', 'd': '0.2391', 'l': '0.6157'}",2020
46,14043,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '1', 'a': '1'}","{'h': '1.5528', 'a': '0.62749'}","{'w': '0.6259', 'd': '0.2429', 'l': '0.1312'}",2020
47,14044,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '0', 'a': '0'}","{'h': '0.414428', 'a': '0.648872'}","{'w': '0.1984', 'd': '0.4394', 'l': '0.3622'}",2020
48,14225,True,"{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '2', 'a': '0'}","{'h': '0.847346', 'a': '0.344299'}","{'w': '0.4823', 'd': '0.3842', 'l': '0.1335'}",2020
49,14226,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'h': '3', 'a': '1'}","{'h': '1.80441', 'a': '1.07358'}","{'w': '0.5863', 'd': '0.2521', 'l': '0.1616'}",2020
50,14227,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '0', 'a': '1'}","{'h': '1.4402', 'a': '0.276374'}","{'w': '0.7189', 'd': '0.2252', 'l': '0.0559'}",2020
51,14228,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '0', 'a': '1'}","{'h': '0.60034', 'a': '1.58897'}","{'w': '0.0973', 'd': '0.2375', 'l': '0.6652'}",2020
52,14229,True,"{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '0', 'a': '3'}","{'h': '0', 'a': '0'}","{'w': '0.33', 'd': '0.33', 'l': '0.33'}",2020
53,14230,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '3', 'a': '1'}","{'h': '0.85', 'a': '0.777525'}","{'w': '0.3209', 'd': '0.3703', 'l': '0.3088'}",2020
54,14231,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '3', 'a': '1'}","{'h': '3.11381', 'a': '0.435142'}","{'w': '0.9284', 'd': '0.0578', 'l': '0.0138'}",2020
55,14232,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '0', 'a': '0'}","{'h': '0.933342', 'a': '0.344369'}","{'w': '0.5408', 'd': '0.3494', 'l': '0.1098'}",2020
56,14233,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'h': '7', 'a': '2'}","{'h': '5.32246', 'a': '0.980698'}","{'w': '0.9875', 'd': '0.0107', 'l': '0.0018'}",2020
57,14234,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '1'}","{'h': '0.598191', 'a': '1.48651'}","{'w': '0.1223', 'd': '0.2729', 'l': '0.6048'}",2020
58,14235,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'h': '3', 'a': '0'}","{'h': '0', 'a': '0'}","{'w': '0.33', 'd': '0.33', 'l': '0.33'}",2020
59,14236,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '0', 'a': '1'}","{'h': '0.372723', 'a': '2.5244'}","{'w': '0.0228', 'd': '0.0997', 'l': '0.8775'}",2020
60,14237,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '3', 'a': '2'}","{'h': '0.745575', 'a': '1.42162'}","{'w': '0.1419', 'd': '0.2948', 'l': '0.5633'}",2020
61,14238,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '0', 'a': '2'}","{'h': '1.68725', 'a': '0.307787'}","{'w': '0.7511', 'd': '0.1959', 'l': '0.053'}",2020
62,14239,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'h': '1', 'a': '0'}","{'h': '1.20872', 'a': '0.183486'}","{'w': '0.6979', 'd': '0.2582', 'l': '0.0439'}",2020
63,14240,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '1', 'a': '0'}","{'h': '1.13933', 'a': '0.851315'}","{'w': '0.4201', 'd': '0.3093', 'l': '0.2706'}",2020
64,14241,True,"{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '0', 'a': '2'}","{'h': '0.508339', 'a': '0.647471'}","{'w': '0.24', 'd': '0.4224', 'l': '0.3376'}",2020
65,14242,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '6', 'a': '0'}","{'h': '2.82175', 'a': '0.461226'}","{'w': '0.9057', 'd': '0.0775', 'l': '0.0168'}",2020
66,14243,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '1', 'a': '1'}","{'h': '1.02561', 'a': '1.38558'}","{'w': '0.2606', 'd': '0.3158', 'l': '0.4236'}",2020
67,14244,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '2', 'a': '3'}","{'h': '0.788594', 'a': '1.78099'}","{'w': '0.1118', 'd': '0.2241', 'l': '0.6641'}",2020
68,14245,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '2', 'a': '0'}","{'h': '2.69477', 'a': '0.19454'}","{'w': '0.9607', 'd': '0.0358', 'l': '0.0035'}",2020
69,14246,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '0', 'a': '1'}","{'h': '1.3795', 'a': '2.00638'}","{'w': '0.2143', 'd': '0.2493', 'l': '0.5364'}",2020
70,14247,True,"{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '1', 'a': '3'}","{'h': '0.759643', 'a': '3.13122'}","{'w': '0.0254', 'd': '0.0863', 'l': '0.8883'}",2020
71,14248,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '1', 'a': '0'}","{'h': '1.58689', 'a': '1.70269'}","{'w': '0.3443', 'd': '0.2751', 'l': '0.3806'}",2020
72,14297,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'h': '0', 'a': '0'}","{'h': '0.919618', 'a': '0.231532'}","{'w': '0.5332', 'd': '0.3792', 'l': '0.0876'}",2020
73,14298,True,"{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '1', 'a': '1'}","{'h': '2.1935', 'a': '0.349452'}","{'w': '0.8672', 'd': '0.1052', 'l': '0.0276'}",2020
74,14299,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '0', 'a': '2'}","{'h': '0.306659', 'a': '0.972796'}","{'w': '0.1084', 'd': '0.3597', 'l': '0.5319'}",2020
75,14300,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '1'}","{'h': '1.724', 'a': '1.8535'}","{'w': '0.34', 'd': '0.26', 'l': '0.38'}",2020
76,14301,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'h': '2', 'a': '1'}","{'h': '1.90177', 'a': '1.24997'}","{'w': '0.5379', 'd': '0.2576', 'l': '0.2045'}",2020
77,14302,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '1', 'a': '1'}","{'h': '0.951912', 'a': '0.978238'}","{'w': '0.2902', 'd': '0.3816', 'l': '0.3282'}",2020
78,14303,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '4', 'a': '2'}","{'h': '0.910308', 'a': '1.03032'}","{'w': '0.3057', 'd': '0.3287', 'l': '0.3656'}",2020
79,14304,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '2', 'a': '0'}","{'h': '1.4769', 'a': '1.11258'}","{'w': '0.463', 'd': '0.2781', 'l': '0.2589'}",2020
80,14308,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '3', 'a': '1'}","{'h': '1.12652', 'a': '1.00443'}","{'w': '0.3775', 'd': '0.3217', 'l': '0.3008'}",2020
81,14306,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '3', 'a': '1'}","{'h': '2.55788', 'a': '0.800658'}","{'w': '0.8562', 'd': '0.1115', 'l': '0.0323'}",2020
82,14309,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '1', 'a': '0'}","{'h': '0.941078', 'a': '0.118828'}","{'w': '0.6089', 'd': '0.3494', 'l': '0.0417'}",2020
83,14311,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '2', 'a': '3'}","{'h': '1.65828', 'a': '2.46067'}","{'w': '0.1889', 'd': '0.2145', 'l': '0.5966'}",2020
84,14310,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '1', 'a': '0'}","{'h': '0.615914', 'a': '0.514849'}","{'w': '0.318', 'd': '0.4299', 'l': '0.2521'}",2020
85,14312,True,"{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'h': '0', 'a': '2'}","{'h': '1.45195', 'a': '1.28805'}","{'w': '0.3829', 'd': '0.3401', 'l': '0.277'}",2020
86,14305,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '3', 'a': '1'}","{'h': '1.82946', 'a': '0.536987'}","{'w': '0.7298', 'd': '0.1952', 'l': '0.075'}",2020
87,14307,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '3', 'a': '0'}","{'h': '3.16948', 'a': '1.6828'}","{'w': '0.7145', 'd': '0.165', 'l': '0.1205'}",2020
88,14315,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'h': '3', 'a': '1'}","{'h': '1.21217', 'a': '0.338913'}","{'w': '0.6163', 'd': '0.291', 'l': '0.0927'}",2020
89,14320,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '1', 'a': '2'}","{'h': '1.04974', 'a': '0.972905'}","{'w': '0.3605', 'd': '0.329', 'l': '0.3105'}",2020
90,14314,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'h': '1', 'a': '2'}","{'h': '1.94666', 'a': '1.00236'}","{'w': '0.6415', 'd': '0.2706', 'l': '0.0879'}",2020
91,14318,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '1', 'a': '3'}","{'h': '1.69185', 'a': '1.22856'}","{'w': '0.4945', 'd': '0.2763', 'l': '0.2292'}",2020
92,14313,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'h': '0', 'a': '0'}","{'h': '0.643363', 'a': '0.168364'}","{'w': '0.4387', 'd': '0.4814', 'l': '0.0799'}",2020
93,14319,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'h': '0', 'a': '2'}","{'h': '1.49643', 'a': '1.84207'}","{'w': '0.2837', 'd': '0.259', 'l': '0.4573'}",2020
94,14317,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '3', 'a': '1'}","{'h': '2.54154', 'a': '0.421789'}","{'w': '0.9253', 'd': '0.0623', 'l': '0.0124'}",2020
95,14316,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '5', 'a': '1'}","{'h': '2.65588', 'a': '0.836686'}","{'w': '0.8243', 'd': '0.132', 'l': '0.0437'}",2020
96,14321,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '3', 'a': '1'}","{'h': '2.53314', 'a': '0.526046'}","{'w': '0.8608', 'd': '0.1038', 'l': '0.0354'}",2020
97,14324,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '2', 'a': '0'}","{'h': '1.592', 'a': '0.213508'}","{'w': '0.8532', 'd': '0.1286', 'l': '0.0182'}",2020
98,14325,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '0', 'a': '1'}","{'h': '1.08726', 'a': '0.281502'}","{'w': '0.6139', 'd': '0.3058', 'l': '0.0803'}",2020
99,14322,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '2', 'a': '1'}","{'h': '1.09854', 'a': '0.292607'}","{'w': '0.5897', 'd': '0.3149', 'l': '0.0954'}",2020
100,14327,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '1', 'a': '2'}","{'h': '0.631168', 'a': '1.8799'}","{'w': '0.0764', 'd': '0.1825', 'l': '0.7411'}",2020
101,14328,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '0', 'a': '2'}","{'h': '0.700412', 'a': '1.40536'}","{'w': '0.1349', 'd': '0.2813', 'l': '0.5838'}",2020
102,14326,True,"{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '0', 'a': '1'}","{'h': '0.261804', 'a': '1.43869'}","{'w': '0.0606', 'd': '0.2438', 'l': '0.6956'}",2020
103,14323,True,"{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '1', 'a': '2'}","{'h': '1.79455', 'a': '2.5361'}","{'w': '0.1992', 'd': '0.2512', 'l': '0.5496'}",2020
104,14332,True,"{'id': '236', 'title': 'PFC Sochi', 'short_title': 'SOC'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '1', 'a': '1'}","{'h': '1.21477', 'a': '1.00182'}","{'w': '0.3837', 'd': '0.3451', 'l': '0.2712'}",2020
105,14330,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '2', 'a': '2'}","{'h': '0.950467', 'a': '3.07048'}","{'w': '0.0418', 'd': '0.0977', 'l': '0.8605'}",2020
106,14331,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '258', 'title': 'FC Rotor Volgograd', 'short_title': 'ROT'}","{'h': '1', 'a': '1'}","{'h': '1.7763', 'a': '1.22757'}","{'w': '0.5139', 'd': '0.2917', 'l': '0.1944'}",2020
107,14333,True,"{'id': '237', 'title': 'FC Tambov', 'short_title': 'TAM'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '0', 'a': '1'}","{'h': '0.278967', 'a': '1.3552'}","{'w': '0.0562', 'd': '0.2407', 'l': '0.7031'}",2020
108,14329,True,"{'id': '257', 'title': 'Khimki', 'short_title': 'KHI'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '2', 'a': '0'}","{'h': '1.33586', 'a': '0.776129'}","{'w': '0.5339', 'd': '0.2885', 'l': '0.1776'}",2020
